,Symbol,latestOI,prevOI,changeInOI,%chng in OI,volume,futValue,optValue,total,premValue,underlyingValue
34,DIXON,132069,128569,3500,2.72,39561,26197.7174,22250672990,31494.0973,5296.3799,11945
35,PFC,98441,95886,2555,2.66,23976,15475.71389,9982378068,17548.20457,2072.49068,357
36,EICHERMOT,47716,46496,1220,2.62,10982,7443.38502,7441553971,8555.37473,1111.98971,7281
37,SYNGENE,10404,10139,265,2.61,818,1497.69,394186090,1541.8509,44.1609,643
38,MARUTI,86301,84238,2063,2.45,15636,9915.83957,12320738502,11551.62459,1635.78502,16728
39,RELIANCE,285742,278940,6802,2.44,98503,69885.0266,72485992835,78992.05495,9107.02835,1581
40,CGPOWER,23562,23003,559,2.43,1979,3263.50385,795960757,3398.69142,135.18757,642
41,IREDA,25353,24761,592,2.39,5647,5553.87762,2321033247,6109.64709,555.76947,139
42,BPCL,22099,21586,513,2.38,9337,10319.56993,6242459406,11509.14087,1189.57094,382
43,TCS,193929,189589,4340,2.29,26207,20328.05297,13040369216,22110.35013,1782.29716,3212
44,ASIANPAINT,74713,73054,1659,2.27,6287,2430.3796,4233738595,2835.86555,405.48595,2781
45,NIFTYNXT50,1018,996,22,2.21,190,2335.56437,98875911,2347.27348,11.70911,69417
46,OIL,12942,12664,278,2.2,3701,3875.04824,1883250782,4154.33606,279.28782,422
47,GMRAIRPORT,41632,40758,874,2.14,3861,4759.40659,2445834388,5291.61723,532.21063,104
48,BAJAJ-AUTO,62812,61494,1318,2.14,11095,5921.77299,7418209606,6881.36905,959.59606,9347
49,NBCC,24011,23509,502,2.14,2563,5465.2455,1563600935,5868.95985,403.71435,122
50,IDEA,149923,146804,3119,2.12,43715,82826.21635,29463506696,91538.41131,8712.19496,11
51,LT,101856,99756,2100,2.11,20052,20197.76701,12645113495,21986.84696,1789.07995,4117
52,ICICIGI,18632,18256,376,2.06,959,1486.02892,459026083,1526.15976,40.13083,1939
53,RVNL,65780,64460,1320,2.05,11947,7690.39581,6106308162,9263.30368,1572.90787,357
54,TMPV,181517,177905,3612,2.03,38162,19854.87192,9639079952,21651.99144,1797.11952,368
55,INDUSTOWER,74271,72817,1454,2.0,48370,69683.72369,29372732158,76929.34027,7245.61658,437
56,MAZDOCK,53590,52550,1040,1.98,8555,5307.5762,3939135676,6118.83296,811.25676,2468
57,IEX,30979,30388,591,1.94,2311,2602.90237,968440050,2794.47787,191.5755,133
58,INDIGO,102598,100644,1954,1.94,38527,29519.15763,27423828717,34032.3198,4513.16217,5110
59,MOTHERSON,33678,33043,635,1.92,4278,7418.78313,2529335838,7962.94251,544.15938,121
60,HAL,104849,102936,1913,1.86,10991,8748.29584,6610069221,9675.71305,927.41721,4354
61,BAJFINANCE,169935,166841,3094,1.85,10888,13634.7888,6856782675,14693.91555,1059.12675,981
62,AUBANK,27427,26942,485,1.8,2101,4789.3773,1690757820,5057.3555,267.9782,995
63,ADANIPORTS,71529,70266,1263,1.8,15543,14288.10621,9806879796,15731.26417,1443.15796,1481
64,BSE,60544,59497,1047,1.76,11347,16221.72311,9966210510,18708.76571,2487.0426,2615
65,SBIN,145438,143019,2419,1.69,26282,19866.453,17696659905,21949.62705,2083.17405,984
66,COALINDIA,80032,78720,1312,1.67,5455,3959.42256,2613279429,4302.46485,343.04229,399
67,SAMMAANCAP,32372,31843,529,1.66,2949,5068.77507,1376614943,5397.102,328.32693,144
68,ZYDUSLIFE,16709,16436,273,1.66,993,2272.91238,600633540,2353.46778,80.5554,909
69,AUROPHARMA,48082,47317,765,1.62,3589,4703.03751,1929418617,5021.89369,318.85617,1173
70,DMART,46938,46193,745,1.61,4224,4468.43563,1999430860,4812.74424,344.3086,3752
71,KPITTECH,11930,11743,187,1.59,822,1567.10547,263931842,1618.4289,51.32342,1168
72,AMBER,14947,14715,232,1.58,2088,2803.31156,1091441114,3016.0227,212.71114,6395
73,DALBHARAT,11740,11559,181,1.57,1857,3883.39198,935799471,4067.87169,184.47971,2120
74,DIVISLAB,41074,40454,620,1.53,3068,2366.83591,1765816482,2572.85073,206.01482,6356
75,JINDALSTEL,32835,32345,490,1.51,8326,10778.99787,4562807881,11733.38918,954.39131,1056
76,NUVAMA,8246,8123,123,1.51,1501,2482.987,872549340,2659.9804,176.9934,1455
77,TATATECH,22830,22496,334,1.48,916,2106.63328,272648656,2141.63984,35.00656,641
78,TATAELXSI,23467,23124,343,1.48,2045,1534.92117,961020897,1701.58014,166.65897,5208
79,BDL,29747,29319,428,1.46,3499,2872.9114,1569051001,3192.05141,319.14001,1455
80,NTPC,82787,81599,1188,1.46,14702,8942.2539,6537660570,9710.1846,767.9307,332
81,SOLARINDS,36279,35759,520,1.45,3961,2645.28622,2256617852,2941.28974,296.00352,12100
82,PNB,43592,42970,622,1.45,5439,14760.8672,4006079360,15511.9008,751.0336,124
83,DLF,80271,79149,1122,1.42,9709,10980.92993,4503653145,11750.10639,769.17645,683
84,PERSISTENT,30378,29974,404,1.35,3121,4359.08976,1573947728,4731.06704,371.97728,6229
85,ADANIENT,105698,104308,1390,1.33,35807,36712.12527,22170374404,41455.49583,4743.37056,2266
86,HCLTECH,60241,59456,785,1.32,3865,2729.70173,1958852465,2982.12638,252.42465,1627
87,LAURUSLABS,28065,27700,365,1.32,4008,7585.88135,3114104344,8324.5498,738.66844,1107
88,HINDPETRO,27366,27014,352,1.3,10185,13414.65482,9193757337,15396.05819,1981.40337,496
89,CDSL,40745,40223,522,1.3,3149,3966.06033,1845089710,4294.75743,328.6971,1442
90,VOLTAS,36615,36156,459,1.27,5648,4438.81548,2540783411,4869.7746,430.95911,1375
91,JUBLFOOD,29761,29395,366,1.25,2027,3846.93725,1054838962,4011.01437,164.07712,555
92,TECHM,40497,40002,495,1.24,3220,5111.14212,2664614430,5563.92642,452.7843,1601
93,BLUESTARCO,8202,8106,96,1.18,646,1167.71586,257285018,1218.37105,50.65518,1749
94,UNIONBANK,25227,24934,293,1.18,2775,6846.69762,1250570622,7110.19885,263.50122,153
95,JSWENERGY,53503,52899,604,1.14,10583,8781.2417,4472620370,9877.5454,1096.3037,496
96,SHREECEM,13005,12859,146,1.14,717,1660.02738,321781606,1696.84344,36.81606,26485
97,LTIM,19161,18947,214,1.13,1980,3477.78225,1485253569,3767.34294,289.56069,6053
98,PAYTM,31073,30726,347,1.13,2223,3912.92215,1786513883,4240.45598,327.53383,1293
99,AXISBANK,155226,153521,1705,1.11,10505,13184.10256,7146977243,14045.9375,861.83493,1271
100,LICHSGFIN,46234,45733,501,1.1,2505,3934.9099,968269220,4081.1021,146.1922,536
101,WIPRO,49019,48494,525,1.08,5170,5781.33,3634626120,6392.3412,611.0112,265
102,MANAPPURAM,19003,18804,199,1.06,1655,4268.0046,1147051680,4503.5964,235.5918,309
103,INDIANB,15804,15640,164,1.05,4304,5855.4293,3126251960,6560.3489,704.9196,841
104,BHARATFORG,24825,24568,257,1.05,4557,5767.28215,2871384900,6350.23115,582.949,1471
105,BHARTIARTL,123253,121990,1263,1.04,13697,16843.27998,12328471100,18332.48098,1489.201,2117
106,BANDHANBNK,45748,45280,468,1.03,1517,1906.84296,635166792,2043.38088,136.53792,145
107,RBLBANK,30232,29924,308,1.03,3014,7135.8198,2357159497,7459.74727,323.92747,312
108,BIOCON,25537,25281,256,1.01,1467,3852.718,1085282450,4044.4175,191.6995,388
109,UPL,41766,41358,408,0.99,3578,7534.79809,3176788218,8096.48827,561.69018,791
110,ULTRACEMCO,72357,71654,703,0.98,7931,7785.65879,4038564821,8334.207,548.54821,11825
111,DABUR,28338,28063,275,0.98,2341,2171.43625,1288171487,2329.83862,158.40237,501
112,CUMMINSIND,20866,20666,200,0.97,1324,2385.36344,953103262,2545.09606,159.73262,4435
113,IDFCFIRSTB,48521,48057,464,0.97,3440,7037.2764,2084439199,7363.23514,325.95874,85
114,HDFCAMC,25842,25595,247,0.97,1769,2417.14014,1207542231,2608.18245,191.04231,2643
115,SUZLON,50192,49714,478,0.96,2268,3083.13042,827777693,3230.10435,146.97393,52
116,HINDUNILVR,64233,63626,607,0.95,5324,4456.599,3315330012,4836.87912,380.28012,2306
117,OBEROIRLTY,14817,14677,140,0.95,839,2196.08816,278914706,2247.74522,51.65706,1657
118,NAUKRI,27688,27429,259,0.94,927,1321.55268,344230477,1383.00746,61.45477,1334
119,BEL,135585,134320,1265,0.94,15625,11148.36737,8078222029,12250.21641,1101.84904,396
120,INDUSINDBK,87522,86715,807,0.93,7640,10781.3034,3649556001,11485.23341,703.93001,868
121,OFSS,25128,24900,228,0.92,1358,1694.50858,621545186,1795.58544,101.07686,7661
122,BAJAJFINSV,92006,91172,834,0.91,5513,4558.39635,2382397297,4848.61932,290.22297,2033
123,TATACONSUM,27376,27129,247,0.91,2286,3787.36825,1149854354,3948.81679,161.44854,1181
124,GODREJPROP,43366,42975,391,0.91,2171,4004.43155,822627924,4172.4408,168.00924,2005
125,HEROMOTOCO,55379,54883,496,0.9,8679,8782.72524,6824638939,9857.46463,1074.73939,5748
126,COLPAL,40539,40185,354,0.88,4062,3886.71819,1556034088,4109.61908,222.90088,2092
127,AMBUJACEM,67375,66793,582,0.87,6144,7910.88144,2890809568,8379.51712,468.63568,558
128,PGEL,16503,16362,141,0.86,1100,1750.52111,445746032,1856.31643,105.79532,575
129,GLENMARK,41625,41270,355,0.86,1708,3820.99972,938758173,3987.40646,166.40673,2025
130,CAMS,15965,15831,134,0.85,937,2183.0652,313817640,2241.2166,58.1514,738
131,LTF,32661,32387,274,0.85,7488,10118.15437,4471302487,11204.91675,1086.76237,319
132,DELHIVERY,10927,10836,91,0.84,640,1724.05857,375665428,1786.9016,62.84303,400
133,COFORGE,85025,84334,691,0.82,5867,5388.23565,3301429342,6062.67907,674.44342,1662
134,KFINTECH,8798,8727,71,0.81,976,1862.523,350779155,1919.31455,56.79155,1073
135,INDHOTEL,34150,33887,263,0.78,2367,4175.0027,1366463300,4359.4857,184.483,734
136,VEDL,130404,129403,1001,0.77,8973,11319.6555,5257531130,12447.1868,1127.5313,603
137,PPLPHARMA,12827,12729,98,0.77,734,1398.52702,201397743,1432.72946,34.20243,170
138,ABB,24348,24163,185,0.77,1016,1616.3229,511818188,1688.50478,72.18188,5154
139,IRCTC,50936,50552,384,0.76,5516,3770.89072,3051818927,4218.83,447.93927,680
140,JIOFIN,97526,96793,733,0.76,3805,5925.61782,2145391774,6181.65432,256.03649,294
141,ETERNAL,144211,143128,1083,0.76,14295,14528.12359,8662881286,16357.11145,1828.98786,281
142,KOTAKBANK,115333,114478,855,0.75,12629,15331.89768,9808919872,16668.2164,1336.31872,2193
143,NESTLEIND,38372,38088,284,0.75,2998,3475.17695,1613806900,3699.54595,224.369,1286
144,GAIL,42276,41965,311,0.74,2111,2031.3679,960433960,2160.63351,129.2656,171
145,LUPIN,21091,20936,155,0.74,1912,4381.02563,1298707554,4545.17117,164.14554,2083
146,LICI,24013,23839,174,0.73,1115,1264.88649,559502727,1324.62876,59.74227,854
147,ONGC,69297,68800,497,0.72,11658,12490.0011,5180587312,13255.15297,765.15187,239
148,MAXHEALTH,49543,49205,338,0.69,1416,1601.71399,638792668,1713.47568,111.76168,1044
149,CHOLAFIN,30043,29839,204,0.68,1687,3083.96806,1498659062,3312.05868,228.09062,1704
150,SUNPHARMA,67393,66945,448,0.67,4056,2694.26545,2212115951,2930.34497,236.07951,1713
151,CIPLA,45396,45095,301,0.67,3145,2207.04303,1579969593,2376.58897,169.54593,1503
152,CONCOR,44349,44055,294,0.67,3281,4368.94,1785978975,4676.85475,307.91475,523
153,HAVELLS,20715,20579,136,0.66,1368,2725.76445,721109960,2845.21405,119.4496,1418
154,GODREJCP,22257,22112,145,0.66,1177,2160.5494,515579725,2254.69665,94.14725,1226
155,ABCAPITAL,32381,32178,203,0.63,2591,5814.89847,2369523316,6230.06163,415.16316,355
156,SBICARD,27803,27630,173,0.63,1462,2568.82656,780641984,2657.2464,88.41984,860
157,SONACOMS,14111,14024,87,0.62,473,1213.52824,160572118,1244.63442,31.10618,475
158,KALYANKJIL,35114,34899,215,0.62,916,1485.241,390558144,1567.72495,82.48394,482
159,POLYCAB,25441,25286,155,0.61,4202,5737.7028,3486714601,6229.47381,491.77101,7538
160,SBILIFE,27774,27608,166,0.6,1532,2610.0306,940083202,2730.66262,120.63202,2036
161,MANKIND,12028,11957,71,0.59,1130,1942.00008,372955468,2002.18727,60.18718,2171
162,TATASTEEL,79459,78990,469,0.59,14711,23640.881,12648416550,25747.854,2106.973,180
163,TRENT,125105,124368,737,0.59,6681,4382.41162,2512553312,4857.39474,474.98312,4276
164,PIIND,15930,15837,93,0.59,657,913.7303,288581375,954.65655,40.92625,3220
165,LODHA,33477,33287,190,0.57,1655,1874.24685,629745520,2031.09205,156.8452,1068
166,ICICIBANK,232417,231115,1302,0.56,11587,20336.99787,9076350038,21462.76825,1125.77038,1344
167,INFY,226132,224866,1266,0.56,15755,18683.01712,8622810788,20172.805,1489.78788,1624
168,FORTIS,18268,18169,99,0.54,494,1125.83227,233205459,1164.42936,38.59709,882
169,VBL,58272,57958,314,0.54,3741,4849.04531,1631208768,5199.12675,350.08143,488
170,YESBANK,49191,48938,253,0.52,3063,4839.53942,1686284607,5060.46449,220.92507,21
171,POWERINDIA,6864,6832,32,0.47,366,808.68132,273245271,849.63403,40.95271,18306
172,SIEMENS,21263,21168,95,0.45,2263,1482.76752,1099915747,1679.17499,196.40747,3059
173,EXIDEIND,25742,25627,115,0.45,1010,1713.40344,502762608,1792.46952,79.06608,361
174,INOXWIND,34034,33885,149,0.44,920,1326.91916,294640989,1374.71906,47.79989,123
175,NMDC,75137,74825,312,0.42,4917,5993.8623,2238241950,6463.4193,469.557,82
176,MPHASIS,23985,23888,97,0.41,912,1774.52275,553544626,1902.91901,128.39626,2811
177,IRFC,39008,38851,157,0.4,6784,6122.94057,3207188380,6831.18437,708.2438,124
178,TATAPOWER,67164,66894,270,0.4,5264,3609.55735,2620500204,3968.30939,358.75204,379
179,360ONE,5758,5735,23,0.4,242,490.32895,97340575,511.7347,21.40575,1180
180,CROMPTON,42557,42390,167,0.39,1509,1489.9203,560095920,1582.5645,92.6442,251
181,ICICIPRULI,21869,21784,85,0.39,891,2012.04843,362069457,2083.28675,71.23832,669
182,PATANJALI,47699,47519,180,0.38,1112,2766.52728,281520738,2820.62466,54.09738,548
183,ASTRAL,26352,26261,91,0.35,5919,8840.06868,2688865681,9328.83049,488.76181,1408
184,NHPC,16796,16738,58,0.35,2764,2360.84928,1218896128,2574.45056,213.60128,79
185,HDFCLIFE,40385,40251,134,0.33,1573,2257.20132,1110178080,2396.71212,139.5108,748
186,BANKINDIA,13725,13681,44,0.32,1380,3396.9026,714701468,3548.35728,151.45468,144
187,MARICO,30778,30680,98,0.32,1127,3390.39624,693880584,3489.32208,98.92584,751
188,MFSL,23179,23116,63,0.27,422,1188.53264,167502948,1219.48212,30.94948,1674
189,IIFL,11700,11671,29,0.25,1387,2986.55197,1140062253,3263.6995,277.14753,612
190,GRASIM,69923,69753,170,0.24,1325,1658.6443,785005992,1751.65422,93.00992,2838
191,HDFCBANK,466165,465104,1061,0.23,22401,24328.20126,9979168512,25548.36388,1220.16262,993
192,HINDALCO,121056,120803,253,0.21,8022,7269.51778,4342363270,8004.35048,734.8327,884
193,PETRONET,39251,39170,81,0.21,4715,3046.99789,2280534204,3386.67343,339.67554,284
194,PNBHOUSING,29675,29621,54,0.18,2107,4269.40793,919758521,4515.51815,246.11021,964
195,PRESTIGE,11044,11028,16,0.15,514,1680.45205,210710380,1727.72586,47.2738,1590
196,SRF,24577,24542,35,0.14,1709,2422.43674,830935224,2547.24898,124.81224,3063
197,SAIL,63036,62962,74,0.12,10412,14499.79845,5977782467,15974.68712,1474.88867,146
198,PHOENIXLTD,10407,10396,11,0.11,325,1165.4441,97366013,1180.24424,14.80013,1856
199,TIINDIA,21001,20979,22,0.1,493,757.0712,188333616,791.40736,34.33616,2623
200,TORNTPHARM,9644,9634,10,0.1,257,930.18877,154716665,947.98042,17.79165,3830
201,TORNTPOWER,8236,8231,5,0.06,657,890.61087,282658766,948.32353,57.71266,1304
202,HINDZINC,75413,75369,44,0.06,10927,9880.41071,7615086925,11869.84121,1989.4305,612
203,POWERGRID,65713,65716,-3,0.0,3492,3552.8651,1436929530,3741.6054,188.7403,265
204,TITAN,84661,84679,-18,-0.02,7356,6908.60422,4636525566,7648.20988,739.60566,4042
205,NATIONALUM,29081,29105,-24,-0.08,5110,10993.203,5156745525,12109.65825,1116.45525,313
206,KEI,7624,7636,-12,-0.16,1249,2343.04868,767925819,2528.28187,185.23319,4474
207,NYKAA,19544,19579,-35,-0.18,2083,3823.26937,1396945000,4141.5475,318.27812,265
208,JSWSTEEL,97626,97860,-234,-0.24,10340,10291.79972,7304446957,11585.99679,1294.19707,1164
209,POLICYBZR,21569,21640,-71,-0.33,2101,3663.67834,1027952852,3877.83686,214.15852,1838
210,PIDILITIND,17671,17736,-65,-0.37,931,1663.53425,535723190,1731.56615,68.0319,1473
211,MUTHOOTFIN,22844,22952,-108,-0.47,3101,4126.37368,2912640277,4539.88895,413.51527,3777
212,HUDCO,22895,23021,-126,-0.55,2960,5426.30715,1387905649,5760.24177,333.93462,228
