,Symbol,latestOI,prevOI,changeInOI,%chng in OI,volume,futValue,optValue,total,premValue,underlyingValue
36,TORNTPHARM,14117,12377,1740,14.06,11135,57276.54995,4911310365,57465.5286,188.97865,3790
37,POWERGRID,84437,74098,10339,13.95,37247,91250.50124,9719321199,92421.22823,1170.72699,260
38,MFSL,30341,26719,3622,13.56,15974,72937.0176,3446535200,73122.7696,185.752,1639
39,ITC,195098,171823,23275,13.55,87305,297362.10464,27095116720,299283.63184,1921.5272,402
40,TIINDIA,32459,28594,3865,13.52,19000,47943.4412,5237192044,48407.46164,464.02044,2600
41,ADANIENSOL,40876,36062,4814,13.35,27746,103464.08538,8636951922,103984.26961,520.18422,1000
42,M&M,149735,132401,17334,13.09,79730,258045.43984,32518857086,260278.7107,2233.27086,3595
43,CUMMINSIND,28485,25199,3286,13.04,63542,93807.79996,47477768084,96296.5808,2488.78084,4400
44,AMBUJACEM,86841,76904,9937,12.92,42613,140562.50239,10997798101,141823.48341,1260.98101,552
45,BHARATFORG,32227,28546,3681,12.89,23154,73348.07385,9545041895,73894.5928,546.51895,1447
46,PIDILITIND,22239,19720,2519,12.77,11794,59122.3725,2743396135,59303.13385,180.76135,1455
47,JSWENERGY,76411,67817,8594,12.67,38836,103843.8551,8418231920,105220.6743,1376.8192,470
48,CONCOR,60601,53905,6696,12.42,37181,114214.56325,13182405925,116367.9975,2153.43425,520
49,PHOENIXLTD,17359,15461,1898,12.28,10866,43150.20591,2708789069,43287.0466,136.84069,1855
50,DLF,114845,102309,12536,12.25,59768,193629.99282,15352843060,195730.08592,2100.0931,687
51,VBL,84486,75274,9212,12.24,107972,161669.19989,40064243960,165614.79074,3945.59085,482
52,RBLBANK,40970,36572,4398,12.03,19044,126649.84639,5828747391,127112.6328,462.78641,304
53,BEL,193259,172627,20632,11.95,202982,273010.90842,90501825012,280498.10979,7487.20137,393
54,ETERNAL,198826,177656,21170,11.92,98523,320288.24426,37054264785,324916.33712,4628.09285,283
55,IOC,42309,37835,4474,11.83,30641,112360.0959,13271176717,113879.81182,1519.71592,162
56,TECHM,64161,57404,6757,11.77,37883,198618.03906,17084136654,199815.6456,1197.60654,1613
57,GRASIM,91292,81755,9537,11.67,53497,190172.0441,18997390952,191159.65362,987.60952,2846
58,SBICARD,42306,37934,4372,11.53,29046,97087.51432,10358437904,98044.93336,957.41904,851
59,JSWSTEEL,127332,114217,13115,11.48,100105,290844.65427,46583589584,294400.52262,3555.86834,1092
60,IDEA,172751,155169,17582,11.33,86566,461337.72473,30069312357,469285.68755,7947.96282,11
61,DIVISLAB,56396,50762,5634,11.1,34508,105382.46524,11814955038,106029.56562,647.10038,6410
62,ADANIGREEN,78079,70296,7783,11.07,53725,152401.76988,17914067490,153776.12478,1374.3549,1002
63,INOXWIND,50313,45299,5014,11.07,42461,105344.20548,8065136563,106544.7508,1200.54531,124
64,TORNTPOWER,12922,11640,1282,11.01,10211,19065.29071,3276552033,19314.53104,249.24033,1284
65,ICICIBANK,290935,262100,28835,11.0,147542,617186.99518,78932098203,622098.12721,4911.13203,1343
66,TATAPOWER,91982,83059,8923,10.74,59740,117674.18537,22054400588,121549.76625,3875.58088,376
67,UPL,47757,43146,4611,10.69,29085,154948.73152,15276762935,156403.64638,1454.91485,771
68,BOSCHLTD,16412,14843,1569,10.57,25151,35274.94614,19462124427,35747.56541,472.61927,35680
69,MOTHERSON,53948,48850,5098,10.44,28213,100661.07456,10804018465,101827.42021,1166.34565,119
70,GLENMARK,60817,55089,5728,10.4,37690,128983.63942,15806759722,130046.31165,1062.67222,2009
71,HDFCLIFE,53912,48837,5075,10.39,30152,122238.64774,12890920086,123302.7686,1064.12086,746
72,YESBANK,65278,59215,6063,10.24,26906,106187.2802,7805698188,107417.93208,1230.65188,21
73,SUNPHARMA,90038,81805,8233,10.06,42598,112482.82836,14719995423,113431.78259,948.95423,1718
74,UNIONBANK,37328,33969,3359,9.89,19641,79168.28874,5252230253,79666.64065,498.3519,148
75,WIPRO,76309,69462,6847,9.86,49855,207495.3621,19047462990,208988.592,1493.2299,264
76,PRESTIGE,19091,17381,1710,9.84,13116,38169.40567,5736980857,38598.55425,429.14857,1588
77,MAZDOCK,70648,64368,6280,9.76,332238,102952.39198,147178754451,117185.54899,14233.15701,2542
78,MCX,84887,77354,7533,9.74,450621,215455.65318,607929923083,247933.25902,32477.60583,10945
79,BHARTIARTL,169798,154795,15003,9.69,126614,415402.75153,85863706208,418451.76361,3049.01208,2081
80,RELIANCE,378782,345338,33444,9.68,264396,631043.19695,143584838870,639915.53565,8872.3387,1546
81,CAMS,25554,23314,2240,9.61,24134,48042.15637,9169499587,48873.67725,831.52087,738
82,SHREECEM,21123,19292,1831,9.49,25432,48160.30172,11956674624,48405.79797,245.49624,26280
83,APLAPOLLO,34265,31307,2958,9.45,25233,68399.67302,10035455321,69318.87623,919.20321,1882
84,PFC,127272,116286,10986,9.45,65122,132085.93489,17485686972,135440.88961,3354.95472,350
85,GODREJCP,30103,27525,2578,9.37,17522,54279.87705,5210806670,54573.44375,293.5667,1206
86,LT,141994,129842,12152,9.36,83247,217878.82994,37658871953,219926.31948,2047.48953,4039
87,RECLTD,136749,125081,11668,9.33,93785,184271.24733,26230067158,187173.51766,2902.27033,355
88,COFORGE,117658,107631,10027,9.32,410688,282852.96356,237714355518,312967.96875,30115.00518,1677
89,AUROPHARMA,62734,57391,5343,9.31,33323,112273.38039,11150914753,113015.27792,741.89753,1199
90,SHRIRAMFIN,140321,128378,11943,9.3,110786,290705.01809,58936240588,294994.74897,4289.73088,953
91,BPCL,34387,31476,2911,9.25,27551,80102.50227,12258742208,81389.32498,1286.8227,371
92,POLYCAB,35229,32265,2964,9.19,41556,117927.11797,27558206083,118937.55381,1010.43583,7490
93,VEDL,215679,197715,17964,9.09,391023,440021.05644,230752355863,462551.25257,22530.19613,593
94,INDHOTEL,44248,40568,3680,9.07,23784,99108.2113,7946950880,99901.3201,793.1088,740
95,BIOCON,40276,36951,3325,9.0,32075,131658.8855,18832149875,132887.38425,1228.49875,390
96,NHPC,22482,20629,1853,8.98,13043,33179.33568,3242445888,33526.61056,347.27488,76
97,COALINDIA,108544,99600,8944,8.98,95529,159482.0772,36693354213,163031.50233,3549.42513,400
98,HINDALCO,166096,152417,13679,8.97,158832,295236.61678,68466011306,301899.75984,6663.14306,865
99,SBILIFE,40983,37611,3372,8.97,23736,88877.97296,9203112761,89221.07557,343.10261,2009
100,EXIDEIND,32807,30136,2671,8.86,18477,64419.16698,5940170298,65362.71996,943.55298,361
101,CROMPTON,57075,52461,4614,8.8,25146,68288.2848,5055311700,69286.2318,997.947,255
102,KOTAKBANK,152830,140643,12187,8.67,73859,250119.12596,39311343848,252180.96444,2061.83848,2157
103,LODHA,46972,43229,3743,8.66,28600,62843.40616,7800958678,63585.83295,742.42678,1063
104,JIOFIN,132086,121588,10498,8.63,70087,200672.63937,29832863918,204017.88106,3345.24168,293
105,HAL,158683,146073,12610,8.63,175015,269447.62518,91828114023,276713.29041,7265.66523,4374
106,GODREJPROP,58647,53993,4654,8.62,31354,83963.03847,9199514865,84810.64713,847.60865,1990
107,POLICYBZR,33482,30858,2624,8.5,28481,67907.10314,12301531644,68426.54959,519.44644,1898
108,BANKNIFTY,1574347,1451849,122498,8.44,14683751,691835.37466,30227285358412,1202661.31878,510825.94412,58932
109,SOLARINDS,41655,38453,3202,8.33,48345,80729.5502,33851959310,82804.83081,2075.2806,12320
110,APOLLOHOSP,54903,50706,4197,8.28,48761,128633.56067,31344224480,129830.80547,1197.2448,7082
111,RVNL,83754,77399,6355,8.21,296520,161903.25735,145941166417,183610.49528,21707.23792,366
112,IIFL,17793,16449,1344,8.17,19675,65233.34103,13001273422,66396.91525,1163.57422,593
113,TCS,262385,242996,19389,7.98,194738,309969.81722,81061525443,314337.28665,4367.46943,3256
114,BANKBARODA,62375,57846,4529,7.83,35876,108921.62385,19751290152,110550.78537,1629.16152,287
115,HDFCAMC,42782,39711,3071,7.73,29377,93234.51387,14231036115,94113.49002,878.97615,2640
116,SBIN,212776,197623,15153,7.67,162494,284127.52545,90356704170,288641.70465,4514.1792,965
117,HAVELLS,27450,25497,1953,7.66,13330,56690.2222,3881805460,57019.7768,329.5546,1412
118,ZYDUSLIFE,23701,22025,1676,7.61,11285,48521.94588,4494611943,48997.35531,475.40943,903
119,SYNGENE,14905,13870,1035,7.46,8159,31713.4325,2220543460,31919.7671,206.3346,652
120,ULTRACEMCO,98621,92038,6583,7.15,44303,113420.34074,15000939721,114110.38796,690.04721,11820
121,HCLTECH,88780,82854,5926,7.15,64441,169798.94925,20367104058,171129.24983,1330.30058,1630
122,LTF,35901,33518,2383,7.11,27939,96177.28962,20321187600,98066.10303,1888.8134,299
123,DABUR,36472,34217,2255,6.59,21936,56468.44525,7987536762,57110.56287,642.11762,488
124,GMRAIRPORT,62829,58975,3854,6.53,41168,108092.2711,19100296266,109552.67777,1460.40666,101
125,PATANJALI,61166,57461,3705,6.45,32016,121413.36429,3666037455,121707.61884,294.25455,540
126,AXISBANK,199567,187557,12010,6.4,111281,302131.58331,55910652656,305667.04737,3535.46406,1231
127,NIFTYNXT50,4382,4121,261,6.33,8017,15953.26769,12239027740,16127.4451,174.1774,68638
128,FORTIS,30762,28938,1824,6.3,23581,65358.43367,9964494741,65798.26608,439.83241,884
129,TITAN,112860,106198,6662,6.27,230231,176010.35887,145316810740,184445.59628,8435.2374,3985
130,BAJFINANCE,193171,181880,11291,6.21,92547,279760.88595,42471013110,283611.14205,3850.2561,998
131,MANKIND,19343,18219,1124,6.17,13969,28915.96259,3938246075,29033.33584,117.37325,2180
132,HINDUNILVR,81833,77131,4702,6.1,64023,160819.79325,28399476429,162611.21754,1791.42429,2295
133,CGPOWER,34314,32372,1942,6.0,24006,55428.60863,8122872391,56310.23254,881.62391,646
134,PNBHOUSING,44027,41575,2452,5.9,35510,86271.30973,13020519622,86934.69096,663.38122,935
135,HEROMOTOCO,85776,81005,4771,5.89,102778,179074.93492,70331810139,182337.86131,3262.92639,5573
136,ANGELONE,39601,37407,2194,5.87,76138,82464.5565,39091636562,85883.54712,3418.99062,2405
137,IDFCFIRSTB,64923,61332,3591,5.86,31094,128621.40103,11734899176,129839.60179,1218.20076,84
138,VOLTAS,45867,43340,2527,5.83,34753,83783.77691,9857819673,84786.07365,1002.29673,1377
139,BHEL,57033,53973,3060,5.67,46053,104509.42372,24271247043,106738.42541,2229.00168,279
140,LICI,36034,34110,1924,5.64,20346,58645.97704,6418650812,59349.48516,703.50812,840
141,ASHOKLEY,63747,60434,3313,5.48,38120,164179.1295,16744390250,165794.132,1615.0025,175
142,SRF,35774,33921,1853,5.46,28698,57068.44964,12179349300,57986.14264,917.693,3068
143,MIDCPNIFTY,247434,235455,11979,5.09,2364188,197897.44659,4530185919191,300576.6535,102679.20691,13651
144,CIPLA,64825,61725,3100,5.02,35743,66623.29777,13623582918,67447.11446,823.81668,1492
145,NYKAA,32087,30726,1361,4.43,15178,61768.47781,6302803968,62401.205,632.72718,258
146,BLUESTARCO,13113,12561,552,4.39,10666,32034.26707,2904053568,32228.32275,194.05568,1732
147,BANKINDIA,21320,20457,863,4.22,11940,43976.78792,4378821668,44317.2886,340.50068,140
148,FEDERALBNK,32117,30855,1262,4.09,23220,139552.8965,16726398100,141011.5025,1458.606,262
149,DELHIVERY,18450,17755,695,3.91,11341,40197.27433,5629339730,40671.51163,474.2373,405
150,HUDCO,35515,34242,1273,3.72,60833,104015.61332,28374633047,107812.86754,3797.25422,227
151,HINDZINC,119660,115384,4276,3.71,506314,367329.02711,362110207698,417805.82035,50476.79323,618
152,IREDA,35149,33904,1245,3.67,31964,52462.71135,10566079330,53922.7234,1460.01205,138
153,LAURUSLABS,39666,38341,1325,3.46,33568,95684.13169,21488179996,97327.28165,1643.14996,1082
154,TRENT,169089,163635,5454,3.33,157091,152004.87322,53138855502,156308.42824,4303.55502,4224
155,ASTRAL,36138,35010,1128,3.22,25957,65491.34548,8876588449,66412.10998,920.76449,1371
156,NATIONALUM,41185,39913,1272,3.19,68884,145957.58587,64885565212,154532.89425,8575.30837,301
157,ABCAPITAL,42683,41414,1269,3.06,24393,108589.3761,15711723304,110011.43414,1422.05804,346
158,BAJAJ-AUTO,80940,78686,2254,2.86,76447,151533.74049,37582741538,153516.15588,1982.41538,9096
159,MARUTI,131251,127799,3452,2.7,169849,197256.87851,121996109191,201278.32042,4021.44191,16552
160,BANDHANBNK,56602,55120,1482,2.69,33899,86607.54756,9633535740,88562.06496,1954.5174,145
161,ASIANPAINT,106759,104147,2612,2.51,141069,204433.82152,78203108640,208202.25792,3768.4364,2775
162,TMPV,251017,244949,6068,2.48,179775,163906.05768,36425039384,167414.69152,3508.63384,358
163,DALBHARAT,18569,18128,441,2.43,30455,41540.52246,17598249331,43223.30577,1682.78331,2155
164,DMART,61582,60231,1351,2.24,36842,104537.50036,10893032182,105280.47219,742.97182,3789
165,JUBLFOOD,37811,37030,781,2.11,21945,80170.49862,7621799250,81089.24112,918.7425,563
166,MANAPPURAM,29814,29203,611,2.09,27420,74269.8717,18672980580,76327.7775,2057.9058,310
167,NAUKRI,35094,34492,602,1.75,15866,44534.42175,3741222641,44855.99816,321.57641,1357
168,ABB,33566,33000,566,1.72,27796,62852.6023,11747480126,63746.27856,893.67626,5155
169,SONACOMS,21961,21592,369,1.71,16876,42751.92437,4843090168,43162.6773,410.75293,478
170,DRREDDY,38781,38136,645,1.69,21173,74537.59912,9397074775,74851.09687,313.49775,1270
171,SUZLON,71857,70668,1189,1.68,48490,83197.88011,13779122679,84855.88665,1658.00654,52
172,GAIL,61807,60823,984,1.62,32723,82626.22714,9762257452,83814.54417,1188.31702,170
173,IRCTC,58717,57842,875,1.51,72133,84850.19025,36871929403,88317.57803,3467.38778,696
174,CDSL,52727,52030,697,1.34,41977,90799.27024,21266967244,93710.74768,2911.47744,1462
175,BSE,93994,92822,1172,1.26,127708,185360.66287,112359934545,195020.63332,9659.97045,2628
176,UNOMINDA,16368,16170,198,1.22,9872,23874.22229,4594817430,24020.5966,146.3743,1265
177,ADANIENT,153915,152202,1713,1.13,122024,288151.78134,56749040595,293742.36047,5590.57913,2201
178,INFY,358153,354557,3596,1.01,189118,390679.64984,86226312612,395034.77596,4355.12612,1645
179,PAGEIND,30897,30628,269,0.88,28039,42214.12455,11199824259,42549.29215,335.16759,36300
180,OBEROIRLTY,21384,21201,183,0.86,16764,42166.61134,5689793802,42600.72936,434.11802,1667
181,PIIND,23797,23648,149,0.63,16770,38088.16123,5968788546,38496.45919,408.29796,3231
182,CANBK,50018,49998,20,0.04,43061,143057.74905,29837495407,145872.88312,2815.13407,151
183,MUTHOOTFIN,37235,37239,-4,-0.01,49277,99348.46352,42198117931,101855.64284,2507.17931,3728
184,AMBER,25609,25633,-24,-0.09,33049,62887.47158,15383926160,63730.33318,842.8616,6506
185,INDIANB,26396,26439,-43,-0.16,20583,64153.7651,10047640230,65033.6674,879.9023,784
186,IEX,40127,40245,-118,-0.29,31567,57310.55775,10553089875,58832.394,1521.83625,133
187,COLPAL,52938,53110,-172,-0.32,29047,68276.07191,7000500703,69213.41394,937.34203,2069
188,OIL,16435,16499,-64,-0.39,10480,28490.36176,3219674584,28774.2476,283.88584,405
189,LTIM,26899,27012,-113,-0.42,27742,62324.00283,19308124201,63075.54484,751.54201,6022
190,SAMMAANCAP,46449,47265,-816,-1.73,3838,16076.04278,808538933,16224.38461,148.34183,141
191,SUPREMEIND,25197,25740,-543,-2.11,13653,35242.60412,4485490035,35691.86698,449.26285,3263
192,TATATECH,27981,28720,-739,-2.57,17317,41836.95408,5028415808,42301.19216,464.23808,651
193,AUBANK,36250,37278,-1028,-2.76,30406,115998.2484,18325855090,117652.6993,1654.4509,987
194,KFINTECH,17052,17536,-484,-2.76,18921,35256.81203,6207244406,35754.87609,498.06406,1093
195,INDIGO,212002,220028,-8026,-3.65,186962,199008.61905,124055006266,202952.75671,3944.13766,5085
196,OFSS,35901,37403,-1502,-4.02,31084,54722.41087,12861746835,55752.65422,1030.24335,7698
197,HFCL,22262,23203,-941,-4.06,85635,38066.58355,33594625824,43468.78879,5402.20524,64
198,BDL,46577,48811,-2234,-4.58,144141,78841.49706,64023962012,83940.06219,5098.56512,1478
199,KEI,15641,16408,-767,-4.67,20989,41163.73191,12139595384,41698.21075,534.47884,4400
200,TATAELXSI,40562,42620,-2058,-4.83,43659,37849.6825,19715086111,38737.54361,887.86111,5320
201,NUVAMA,17044,17911,-867,-4.84,49388,48925.9426,24685299220,51570.7348,2644.7922,1465
202,KPITTECH,16434,17300,-866,-5.01,14276,24965.18122,4581231524,25289.00147,323.82024,1190
203,PGEL,24997,26424,-1427,-5.4,36685,62154.08019,10101085895,63105.28914,951.20895,573
204,CHOLAFIN,64215,68268,-4053,-5.94,51590,118919.98575,42113271268,120875.82343,1955.83768,1697
205,SIEMENS,40433,43098,-2665,-6.18,43365,45101.85091,13922238531,45800.38623,698.53531,3059
206,POWERINDIA,19535,20861,-1326,-6.36,24880,41589.82464,19199109767,42204.29731,614.47267,18295
207,PPLPHARMA,20867,22353,-1486,-6.65,14899,28640.64056,3834665247,29102.50866,461.8681,173
208,KAYNES,111728,120636,-8908,-7.38,176624,67487.72944,66918947541,73638.50485,6150.77541,3997
209,CYIENT,8557,9393,-836,-8.9,22987,14880.82972,9427388972,15541.58445,660.75472,1105
210,NCC,14515,16331,-1816,-11.12,22996,11658.6243,9114790842,12330.47772,671.85342,160
211,360ONE,9686,10907,-1221,-11.19,8519,15840.4589,3442734825,16104.30715,263.84825,1168
212,TITAGARH,11932,14522,-2590,-17.84,96653,35004.90646,61091383789,39128.83435,4123.92789,907
