,Symbol,latestOI,prevOI,changeInOI,%chng in OI,volume,futValue,optValue,total,premValue,underlyingValue
46,AUBANK,27378,26942,436,1.62,1593,3499.2557,1297178080,3699.2365,199.9808,998
47,ASIANPAINT,74198,73054,1144,1.57,3986,1679.41637,2645450390,1944.02027,264.6039,2770
48,INDIANB,15879,15640,239,1.53,3178,4316.5299,2303368920,4845.0191,528.4892,842
49,FEDERALBNK,17705,17442,263,1.51,1236,3229.337,1370939700,3419.734,190.397,265
50,JINDALSTEL,32818,32345,473,1.46,6526,8492.00512,3568611925,9258.18687,766.18175,1057
51,BANKBARODA,42627,42022,605,1.44,6995,11220.05196,5096260552,12103.00123,882.94927,299
52,DMART,46858,46193,665,1.44,3089,3352.27912,1453380664,3604.66077,252.38164,3757
53,TMPV,180444,177905,2539,1.43,22687,11560.39848,5762187312,12632.6316,1072.23312,370
54,MOTHERSON,33510,33043,467,1.41,2275,3866.18028,1345976823,4102.03401,235.85373,121
55,ZYDUSLIFE,16666,16436,230,1.4,801,1919.79072,475948746,1983.34818,63.55746,910
56,BDL,29727,29319,408,1.39,2316,1887.99765,1045172555,2103.2732,215.27555,1454
57,MAZDOCK,53280,52550,730,1.39,5885,3406.622,2748205294,3950.49494,543.87294,2468
58,SOLARINDS,36255,35759,496,1.39,2719,1726.5282,1564843181,1929.56002,203.03181,12162
59,DIXON,130344,128569,1775,1.38,21478,15068.08665,12086907880,17881.59045,2813.5038,12032
60,AMBER,14916,14715,201,1.37,1393,1772.73262,736701063,1912.04325,139.31063,6434
61,SAMMAANCAP,32276,31843,433,1.36,2391,4507.36492,1070927728,4769.6847,262.31978,144
62,ICICIGI,18501,18256,245,1.34,641,1124.175,292353880,1148.3888,24.2138,1947
63,MANAPPURAM,19056,18804,252,1.34,1111,2831.7147,774424590,2986.5606,154.8459,308
64,LT,101089,99756,1333,1.34,12763,14344.9961,7871825066,15469.40176,1124.40566,4121
65,AUROPHARMA,47948,47317,631,1.33,2491,3301.26516,1339723951,3508.62468,207.35951,1173
66,COALINDIA,79766,78720,1046,1.33,3914,2878.67466,1870724052,3128.15493,249.48027,400
67,BAJFINANCE,168998,166841,2157,1.29,6985,8300.34367,4429159597,8971.86465,671.52097,983
68,NATIONALUM,29476,29105,371,1.27,2924,5655.06412,3030094050,6321.34837,666.28425,314
69,BSE,60254,59497,757,1.27,7778,10876.22272,6865674963,12608.97236,1732.74963,2629
70,HAL,104236,102936,1300,1.26,6857,5520.15013,4136708121,6098.18134,578.03121,4369
71,SBIN,144804,143019,1785,1.25,13669,12206.66985,8980237305,13230.6429,1023.97305,984
72,LAURUSLABS,28045,27700,345,1.25,3222,6006.23362,2512114250,6600.96612,594.7325,1111
73,BOSCHLTD,9863,9743,120,1.23,475,487.92993,383758572,535.89065,47.96072,35900
74,VOLTAS,36597,36156,441,1.22,3597,3027.15236,1601982802,3293.45538,266.30302,1377
75,ADANIENT,105574,104308,1266,1.21,24047,25732.80726,14784305028,28960.91694,3228.10968,2282
76,ADANIPORTS,71107,70266,841,1.2,11356,10874.88612,7096719640,11929.30252,1054.4164,1487
77,DIVISLAB,40931,40454,477,1.18,2158,1651.845,1249727070,1789.5157,137.6707,6360
78,KPITTECH,11881,11743,138,1.18,551,1209.12436,159505623,1243.4106,34.28623,1170
79,CDSL,40693,40223,470,1.17,1961,2372.11095,1160037799,2567.64394,195.53299,1448
80,TATATECH,22758,22496,262,1.16,611,1503.61112,172817304,1526.30416,22.69304,643
81,TATAELXSI,23390,23124,266,1.15,1409,1095.98144,661255448,1211.28592,115.30448,5214
82,IEX,30727,30388,339,1.12,1437,1642.70812,600229237,1768.46925,125.76112,133
83,NUVAMA,8211,8123,88,1.08,704,1555.7716,372393230,1627.0039,71.2323,1461
84,TECHM,40423,40002,421,1.05,2368,3423.9108,1991248074,3761.87154,337.96074,1601
85,WIPRO,48998,48494,504,1.04,4400,4834.8981,3104638680,5369.4849,534.5868,266
86,HEROMOTOCO,55423,54883,540,0.98,5947,6216.21753,4653694792,6998.66545,782.44792,5768
87,KFINTECH,8812,8727,85,0.97,424,1038.84935,128131780,1062.56715,23.7178,1074
88,PAYTM,31018,30726,292,0.95,1195,2163.93642,961330787,2321.5043,157.56787,1296
89,AXISBANK,154960,153521,1439,0.94,7496,9283.61237,5120060993,9870.47231,586.85993,1267
90,ULTRACEMCO,72325,71654,671,0.94,5589,5578.82894,2838550511,5960.38405,381.55511,11869
91,PNB,43367,42970,397,0.92,3115,9105.3952,2225635920,9509.7544,404.3592,124
92,OBEROIRLTY,14812,14677,135,0.92,480,1301.00369,154971306,1330.03675,29.03306,1662
93,COFORGE,85089,84334,755,0.9,4272,3424.4952,2477688487,3933.93007,509.43487,1663
94,DABUR,28313,28063,250,0.89,1678,1370.96887,940304775,1488.76662,117.79775,501
95,UNIONBANK,25156,24934,222,0.89,1237,2704.50513,591037736,2823.99561,119.49048,153
96,BAJAJFINSV,91983,91172,811,0.89,3921,2839.8166,1737466072,3048.07732,208.26072,2033
97,INDUSINDBK,87481,86715,766,0.88,5842,7216.39583,2895891404,7764.68987,548.29404,866
98,PERSISTENT,30237,29974,263,0.88,2187,3040.19072,1108237663,3314.06735,273.87663,6254
99,IRCTC,50990,50552,438,0.87,3427,2496.61335,1879875427,2785.53012,288.91677,680
100,CGPOWER,23200,23003,197,0.86,866,1480.14138,343191461,1541.80599,61.66461,645
101,UNOMINDA,8559,8488,71,0.84,269,1097.03748,83938877,1114.28625,17.24877,1291
102,BEL,135434,134320,1114,0.83,10577,7546.95675,5474411271,8275.09071,728.13396,397
103,DLF,79805,79149,656,0.83,7283,8288.96359,3371911116,8872.19726,583.23366,686
104,BHARTIARTL,122964,121990,974,0.8,9330,12386.44109,8297265500,13327.8311,941.39,2117
105,SHREECEM,12961,12859,102,0.79,397,874.42235,184094360,893.61595,19.1936,26675
106,LTIM,19097,18947,150,0.79,1335,2332.00665,1005752589,2530.33254,198.32589,6056
107,BIOCON,25480,25281,199,0.79,899,2714.89625,629695025,2827.9715,113.07525,391
108,HCLTECH,59924,59456,468,0.79,2671,2021.04308,1345270657,2215.88965,194.84657,1626
109,CUMMINSIND,20828,20666,162,0.78,783,1309.35624,578147222,1408.92846,99.57222,4444
110,ETERNAL,144206,143128,1078,0.75,11777,11238.07419,7208152862,12776.11031,1538.03612,282
111,JUBLFOOD,29615,29395,220,0.75,1085,2083.9755,562146262,2172.12562,88.15012,555
112,NTPC,82183,81599,584,0.72,8566,6039.6744,3725562285,6491.78475,452.11035,333
113,COLPAL,40471,40185,286,0.71,3171,3146.53815,1202004382,3321.41197,174.87382,2092
114,KOTAKBANK,115288,114478,810,0.71,9384,12083.8078,7214748036,13086.88816,1003.08036,2192
115,SUNPHARMA,67418,66945,473,0.71,3154,2194.08612,1710633424,2376.34537,182.25924,1712
116,NESTLEIND,38356,38088,268,0.7,1933,2312.94335,1034130245,2461.0458,148.10245,1288
117,HINDUNILVR,64070,63626,444,0.7,3757,3095.70636,2345122998,3353.87634,258.16998,2308
118,SUPREMEIND,14823,14722,101,0.69,2109,2920.86392,985424454,3131.99596,211.13204,3393
119,NAUKRI,27617,27429,188,0.69,496,684.5916,187079497,716.08657,31.49497,1336
120,RBLBANK,30129,29924,205,0.69,2114,4618.83442,1699924368,4848.83936,230.00493,312
121,ASTRAL,26436,26261,175,0.67,3158,5464.59585,1353494423,5709.36508,244.76923,1398
122,HDFCAMC,25763,25595,168,0.66,1140,1499.62638,785555826,1623.70464,124.07826,2649
123,AMBUJACEM,67219,66793,426,0.64,4261,5629.05598,1991967306,5940.66154,311.60556,560
124,IDFCFIRSTB,48363,48057,306,0.64,1889,4199.92034,1112662204,4369.24288,169.32254,85
125,BRITANNIA,26435,26268,167,0.64,1284,2262.5987,747107490,2340.5486,77.9499,6026
126,ABCAPITAL,32381,32178,203,0.63,1552,3293.53114,1440567613,3549.41227,255.88113,356
127,ABB,24314,24163,151,0.62,660,1084.7503,328980030,1131.9881,47.2378,5180
128,LTF,32588,32387,201,0.62,3632,4365.43582,2219159025,4875.74482,510.309,315
129,LICHSGFIN,46008,45733,275,0.6,1141,1398.9809,477540270,1464.9336,65.9527,537
130,TATACONSUM,27288,27129,159,0.59,1340,2525.7364,646674770,2611.3291,85.5927,1186
131,INDHOTEL,34079,33887,192,0.57,1673,3141.6677,945740800,3270.6757,129.008,736
132,LUPIN,21054,20936,118,0.56,983,2121.10946,686275184,2206.64131,85.53184,2096
133,ONGC,69182,68800,382,0.56,8224,9883.323,3547099732,10378.34032,495.01732,240
134,DELHIVERY,10896,10836,60,0.55,415,1089.28328,246769250,1131.19704,41.91375,400
135,BHARATFORG,24703,24568,135,0.55,2950,3489.89485,1886053270,3871.02755,381.1327,1472
136,VEDL,130110,129403,707,0.55,5645,7711.55983,3253286566,8414.89799,703.33816,605
137,MANKIND,12022,11957,65,0.54,740,1284.96798,242723877,1327.02675,42.05877,2178
138,POLYCAB,25423,25286,137,0.54,2560,3717.76842,2109608105,4019.84947,302.08105,7566
139,BANDHANBNK,45525,45280,245,0.54,861,1129.44168,356385996,1207.96164,78.51996,145
140,GODREJPROP,43205,42975,230,0.54,1352,2093.98758,553977479,2207.18737,113.19979,2013
141,FORTIS,18265,18169,96,0.53,418,837.27001,209550529,872.6703,35.40029,882
142,TATASTEEL,79406,78990,416,0.53,10055,16070.7074,8669038895,17434.15135,1363.44395,181
143,MAXHEALTH,49462,49205,257,0.52,938,1008.26302,428327775,1083.50828,75.24525,1043
144,PGEL,16445,16362,83,0.51,908,1421.42116,369784811,1509.07927,87.65811,575
145,MPHASIS,24009,23888,121,0.51,705,1401.9456,424743671,1502.51981,100.57421,2813
146,IRFC,39046,38851,195,0.5,4325,4558.98095,1977309652,5047.23497,488.25402,124
147,INFY,225942,224866,1076,0.48,9783,11417.71308,5373454948,12338.42256,920.70948,1620
148,JIOFIN,97256,96793,463,0.48,2262,4156.74862,1201408313,4317.4905,160.74188,295
149,CIPLA,45310,45095,215,0.48,2404,1765.64167,1197265316,1899.20733,133.56566,1504
150,TRENT,124954,124368,586,0.47,4829,3152.38665,1818555829,3489.04494,336.65829,4266
151,SONACOMS,14088,14024,64,0.46,311,851.23241,100147817,873.81308,22.58067,476
152,CONCOR,44256,44055,201,0.46,2236,3126.58587,1195206412,3344.5875,218.00162,525
153,OFSS,25010,24900,110,0.44,928,1094.00979,432721504,1168.72483,74.71504,7683
154,SUZLON,49932,49714,218,0.44,1196,1900.84008,411525740,1971.54374,70.70365,52
155,GAIL,42146,41965,181,0.43,1438,1450.03761,646526727,1539.50013,89.46252,172
156,ICICIBANK,232100,231115,985,0.43,8439,15149.97428,6578754007,15943.56435,793.59007,1344
157,INOXWIND,34028,33885,143,0.42,643,982.04392,202695493,1013.43385,31.38993,123
158,GODREJCP,22205,22112,93,0.42,719,1250.2098,322229930,1309.2591,59.0493,1224
159,LICI,23939,23839,100,0.42,703,789.14045,354334610,826.36155,37.2211,857
160,VBL,58197,57958,239,0.41,2902,3623.08308,1279818810,3906.54618,283.4631,489
161,CAMS,15896,15831,65,0.41,529,1321.44952,167222940,1353.35392,31.9044,738
162,YESBANK,49137,48938,199,0.41,2377,3359.25717,1356940894,3524.25511,164.99794,21
163,LODHA,33420,33287,133,0.4,1237,1434.98038,466667883,1551.12421,116.14383,1071
164,SBICARD,27739,27630,109,0.39,1124,2015.7208,594649088,2083.01168,67.29088,861
165,KALYANKJIL,35034,34899,135,0.39,650,851.64857,299244570,913.35053,61.70195,483
166,360ONE,5757,5735,22,0.38,129,284.1799,49709085,294.87075,10.69085,1188
167,BLUESTARCO,8136,8106,30,0.37,336,602.4965,134342165,629.53816,27.04165,1745
168,HAVELLS,20655,20579,76,0.37,874,1734.0759,462644735,1810.97325,76.89735,1427
169,PHOENIXLTD,10434,10396,38,0.37,198,728.1302,57278536,736.01556,7.88536,1866
170,EXIDEIND,25719,25627,92,0.36,648,1058.84928,326412702,1109.2113,50.36202,362
171,ICICIPRULI,21861,21784,77,0.35,725,1675.47035,290896932,1733.86717,58.39682,670
172,UPL,41502,41358,144,0.35,2362,4773.11839,2127521366,5163.31056,390.19216,792
173,CHOLAFIN,29939,29839,100,0.34,1166,1875.47537,1058411137,2025.33675,149.86137,1702
174,PATANJALI,47678,47519,159,0.33,903,2216.91717,230855859,2261.07576,44.15859,549
175,PIIND,15889,15837,52,0.33,336,505.56612,143813477,529.3509,23.78477,3227
176,HINDALCO,121197,120803,394,0.33,5401,4540.86171,2955121757,5050.68928,509.82757,886
177,PPLPHARMA,12770,12729,41,0.32,386,778.11405,101811963,795.84618,17.73213,171
178,NHPC,16791,16738,53,0.32,1839,1657.6512,802729600,1789.3312,131.68,79
179,HINDZINC,75578,75369,209,0.28,7424,6423.98195,5196187776,7795.80971,1371.82776,614
180,IIFL,11703,11671,32,0.27,826,1974.22582,660072946,2143.25529,169.02946,614
181,MARICO,30763,30680,83,0.27,618,1892.00304,376836468,1944.56772,52.56468,748
182,CROMPTON,42504,42390,114,0.27,1012,877.12848,390528108,941.07456,63.94608,251
183,SIEMENS,21224,21168,56,0.26,1602,1042.09386,778974423,1182.9381,140.84423,3074
184,INDUSTOWER,73007,72817,190,0.26,23391,41795.73726,13207772668,44932.03394,3136.29668,433
185,NMDC,75011,74825,186,0.25,3359,4242.08137,1516529655,4566.15292,324.07155,82
186,TIINDIA,21025,20979,46,0.22,294,421.11292,115518846,440.76138,19.64846,2617
187,HDFCLIFE,40324,40251,73,0.18,1181,1809.86454,822467404,1918.51858,108.65404,749
188,TATAPOWER,66999,66894,105,0.16,3334,2522.22425,1627677983,2751.85408,229.62983,381
189,PNBHOUSING,29663,29621,42,0.14,1115,1926.44283,518975073,2064.91356,138.47073,959
190,GLENMARK,41328,41270,58,0.14,901,1990.21983,501911621,2099.91105,109.69121,2030
191,PETRONET,39217,39170,47,0.12,3974,2503.03853,1932572289,2797.63942,294.60089,285
192,SAIL,63033,62962,71,0.11,6881,8935.87641,4033126823,9961.42064,1025.54423,146
193,HDFCBANK,465552,465104,448,0.1,16476,18434.15909,7301480301,19346.35461,912.19551,995
194,TITAN,84753,84679,74,0.09,5389,5467.16611,3356759306,6015.09417,547.92806,4053
195,MFSL,23135,23116,19,0.08,261,738.0516,103374584,757.71744,19.66584,1668
196,GRASIM,69792,69753,39,0.06,937,1330.8815,543161845,1400.94995,70.06845,2842
197,BANKINDIA,13688,13681,7,0.05,480,1076.83888,257595260,1133.96348,57.1246,144
198,POWERGRID,65741,65716,25,0.04,2675,2814.0368,1091726111,2960.15041,146.11361,265
199,SBILIFE,27613,27608,5,0.02,762,1543.04985,445089123,1596.84108,53.79123,2037
200,SRF,24545,24542,3,0.01,1022,966.97334,549039902,1047.35236,80.37902,3056
201,JSWSTEEL,97843,97860,-17,-0.02,7587,7104.88449,5409139587,8075.40036,970.51587,1170
202,TORNTPHARM,9631,9634,-3,-0.03,163,584.44405,98703670,597.80575,13.3617,3827
203,NYKAA,19552,19579,-27,-0.14,1783,3175.22468,1206698093,3451.11187,275.88718,266
204,POWERINDIA,6822,6832,-10,-0.15,174,276.45541,142523850,294.81891,18.3635,18385
205,MUTHOOTFIN,22912,22952,-40,-0.17,1857,2518.39153,1740769896,2755.22799,236.83646,3794
206,PRESTIGE,11008,11028,-20,-0.18,306,1126.69218,114093067,1152.52285,25.83067,1600
207,JSWENERGY,52767,52899,-132,-0.25,3609,4154.4181,1394256070,4494.3288,339.9107,491
208,TORNTPOWER,8210,8231,-21,-0.26,475,656.28474,203744145,697.9262,41.64145,1308
209,KEI,7610,7636,-26,-0.34,970,1942.31684,583593977,2085.68162,143.36477,4485
210,POLICYBZR,21561,21640,-79,-0.37,1759,2991.06566,869326482,3170.09049,179.02482,1843
211,PIDILITIND,17639,17736,-97,-0.55,712,1240.6758,413406290,1293.6387,52.9629,1480
212,HUDCO,22846,23021,-175,-0.76,2430,4560.50326,1128309117,4839.33193,278.82867,228
