,Symbol,series,marketType,high,low,quantityTraded,totalTradedVolume,change,%chng,lastPrice,lastUpdatedTime,vwap
37,GRANULES,EQ,N,601.8,593,224175977.04,374964,2.55,0.43,600.95,31-Dec-2025 16:00:29,597.86
38,MAXHEALTH,EQ,N,1052.7,1035.2,1492111010.94,1426506,4.3,0.41,1045.1,31-Dec-2025 16:00:29,1045.99
39,GLENMARK,EQ,N,2048.4,2025.7,734369610.24,360664,6.6,0.33,2036.4,31-Dec-2025 16:00:29,2036.16
40,CONCORDBIO,EQ,N,1357.9,1340.8,55099369.38,40821,4.2,0.31,1345,31-Dec-2025 16:00:29,1349.78
41,PPLPHARMA,EQ,N,173.49,171.09,250740609.04,1455932,0.26,0.15,171.56,31-Dec-2025 16:00:29,172.22
42,AUROPHARMA,EQ,N,1193.8,1178,1100870842.64,928856,1.1,0.09,1187.4,31-Dec-2025 16:00:29,1185.19
43,RAINBOW,EQ,N,1325,1306.2,63840480.06,48426,1.1,0.08,1319.2,31-Dec-2025 16:00:29,1318.31
44,ALKEM,EQ,N,5528.5,5426.5,205999950.39,37479,1,0.02,5470,31-Dec-2025 16:00:29,5496.41
45,COHANCE,EQ,N,531,526,32142825,60750,0,0.00,527.5,31-Dec-2025 16:00:29,529.1
46,SUNPHARMA,EQ,N,1725.6,1715.5,2457243620.97,1428439,-0.2,-0.01,1720,31-Dec-2025 16:00:29,1720.23
47,INDGN,EQ,N,523.25,518.15,92822110.72,178432,-0.45,-0.09,520.25,31-Dec-2025 16:00:29,520.21
48,SAILIFE,EQ,N,915,897.15,167965678.53,185497,-1.3,-0.14,909.05,31-Dec-2025 16:00:29,905.49
49,EMCURE,EQ,N,1403,1361.3,107143612.98,78231,-25.5,-1.83,1367,31-Dec-2025 16:00:29,1369.58
